season,game_id,game_date,opponent,home_away,ncat_score,opp_score,win,team,player,player_id,position,starter,min,pts,reb,ast,stl,blk,to,fgm,fga,fg2m,fg2a,fg3m,fg3a,ftm,fta,oreb,dreb,pf,team_min,team_fga,team_fta,team_to,team_poss,ortg,drtg,pace,opp_drtg_pregame,opp_ortg_pregame,opp_pace_pregame,torvik_barthag,torvik_adjoe,ts_pct,efg_pct,usg_pct,pts_per40,reb_per40,ast_per40,stl_per40,blk_per40,to_per40,fgm_per40,fga_per40,fg3m_per40,fg3a_per40,ftm_per40,fta_per40,oreb_per40,dreb_per40,low_min_flag,position_enc,ts_pct_r5,ts_pct_season,usg_pct_r5,usg_pct_season,pts_per40_r5,pts_per40_season,reb_per40_r5,reb_per40_season,ast_per40_r5,ast_per40_season,to_per40_season,rim_rate_r5,three_rate_r5,avg_shot_dist_r5,assisted_rate_r5,foul_drawn_rate_r5,on_hot_streak,prev_game_date,days_rest,is_home
2024,401581729,2023-12-02,The Citadel Bulldogs,home,68,85,0,The Citadel Bulldogs,C. Moore,5176171,F,False,8.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,200.0,58,18,10,65.92,125.85134734971871,100.68107787977496,67.53999999999999,95.20323885665444,108.03710876476889,63.8,,,0.0,0.0,6.585879873551106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,,,,,,,0,,7.0,1
2025,401727487,2024-11-17,The Citadel Bulldogs,away,82,73,1,The Citadel Bulldogs,C. Moore,5176171,F,False,9.0,5,2,1,0,0,1,1,2,0,0,1,2,2,2,1,1,0,200.0,62,17,16,71.48,103.7816320727893,116.57662780779073,70.34,88.73804646827163,105.56121401523683,70.97200000000001,,,0.8680555555555556,0.75,20.173659855456762,22.22222222222222,8.88888888888889,4.444444444444445,0.0,0.0,4.444444444444445,4.444444444444445,8.88888888888889,4.444444444444445,8.88888888888889,8.88888888888889,8.88888888888889,4.444444444444445,4.444444444444445,1,1.0,,,,,,,,,,,,,,,,,0,,7.0,0
2025,401714212,2025-01-17,Monmouth Hawks,home,63,72,0,Monmouth Hawks,C. Morgan,4897522,F,False,7.0,5,0,1,0,0,2,2,4,2,4,0,0,1,2,0,0,2,200.0,60,25,7,67.0,105.3864168618267,92.21311475409837,68.32,107.76929546470384,101.19342351145235,67.272,,,0.5122950819672131,0.5,50.4029304029304,28.571428571428573,0.0,5.714285714285714,0.0,0.0,11.428571428571429,11.428571428571429,22.857142857142858,0.0,0.0,5.714285714285714,11.428571428571429,0.0,0.0,1,1.0,,,,,,,,,,,,,,,,,0,,7.0,1
2026,401812033,2026-01-24,Towson Tigers,home,80,73,1,Towson Tigers,C. Ndefo,5242583,G,False,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200.0,56,29,11,71.76,104.07755916737953,114.0575990875392,70.14,98.63256399036895,105.19878552187954,65.976,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,,,,,,,,0,,7.0,1
2025,401714234,2025-01-25,Stony Brook Seawolves,away,74,89,0,Stony Brook Seawolves,C. O'Connor,5242281,G,True,37.0,15,3,6,0,0,3,5,10,4,7,1,3,4,6,1,2,3,200.0,59,26,9,67.44,129.0977661734842,107.3397156948071,68.94,112.98570567319807,93.66830820527827,62.524,,,0.5933544303797468,0.55,21.28412400315724,16.216216216216218,3.2432432432432434,6.486486486486487,0.0,0.0,3.2432432432432434,5.405405405405405,10.81081081081081,1.0810810810810811,3.2432432432432434,4.324324324324325,6.486486486486487,1.0810810810810811,2.1621621621621623,0,0.0,,,,,,,,,,,,,,,,,0,,7.0,0
2025,401714286,2025-02-22,Stony Brook Seawolves,home,73,72,1,Stony Brook Seawolves,C. O'Connor,5242281,G,True,35.0,9,1,4,2,0,3,3,7,2,4,1,3,2,2,0,1,3,200.0,53,22,8,66.68,110.3617412630288,111.89454322501531,65.24000000000001,114.42074383738358,104.24028341645248,64.78,,,0.5710659898477157,0.5,17.59236801681623,10.285714285714285,1.1428571428571428,4.571428571428571,2.2857142857142856,0.0,3.4285714285714284,3.4285714285714284,8.0,1.1428571428571428,3.4285714285714284,2.2857142857142856,2.2857142857142856,0.0,1.1428571428571428,0,0.0,,,,,,,,,,,,,,,,,0,2025-01-25,28.0,1
2026,401813276,2025-11-19,Morgan State Bears,away,79,73,1,Morgan State Bears,C. Oliver,5176294,C,False,26.0,7,7,0,0,0,0,2,6,2,6,0,0,3,4,1,6,2,200.0,62,17,5,70.48,104.76463834672789,113.37543053960964,69.68,107.03108063271411,102.74922329178847,72.81199999999998,,,0.45103092783505155,0.3333333333333333,16.02908369825663,10.76923076923077,10.76923076923077,0.0,0.0,0.0,0.0,3.076923076923077,9.230769230769232,0.0,0.0,4.615384615384616,6.153846153846154,1.5384615384615385,9.230769230769232,0,2.0,,,,,,,,,,,,,,,,,0,,7.0,0
2026,401827531,2025-12-20,Mid-Atlantic Christian Mustangs,home,95,55,1,Mid-Atlantic Christian Mustangs,C. Petty,5320705,G,False,6.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200.0,64,18,5,71.92,76.11403265983948,131.4696927760864,72.25999999999999,143.49277298262567,72.11013942779476,74.44000000000001,,,0.0,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,1,0.0,,,,,,,,,,,,,,,,,0,,7.0,1
2025,401718712,2024-12-15,Liberty Flames,away,74,83,0,Liberty Flames,C. Porter,5107070,G,True,33.0,6,3,4,2,0,1,3,5,3,3,0,2,0,0,0,3,0,200.0,66,15,6,70.6,115.37392271337225,102.86349735891021,71.94,87.74275888016221,124.0601008946119,64.208,,,0.6,0.6,9.252833680314597,7.272727272727273,3.6363636363636367,4.848484848484849,2.4242424242424243,0.0,1.2121212121212122,3.6363636363636367,6.0606060606060606,0.0,2.4242424242424243,0.0,0.0,0.0,3.6363636363636367,0,0.0,,,,,,,,,,,,,,,,,0,,7.0,0
2024,401581730,2023-12-09,High Point Panthers,away,62,75,0,High Point Panthers,C. Potter,4897545,F,False,23.0,4,4,0,0,0,3,2,4,2,4,0,0,0,0,1,3,3,200.0,51,16,16,64.04,118.03588290840415,97.57632987094742,63.540000000000006,102.44249031049026,127.88212266331902,73.84,,,0.5,0.5,16.442346087896087,6.956521739130435,6.956521739130435,0.0,0.0,0.0,5.217391304347826,3.4782608695652173,6.956521739130435,0.0,0.0,0.0,0.0,1.7391304347826086,5.217391304347826,0,1.0,,,,,,,,,,,,,,,,,0,,7.0,0
2024,401600685,2024-01-26,Delaware Blue Hens,away,71,90,0,Delaware Blue Hens,C. Ray,4592448,G,True,31.0,12,16,9,0,0,2,4,8,4,8,0,0,4,4,10,6,1,200.0,67,17,8,71.48,125.34818941504176,98.88579387186628,71.80000000000001,109.60821256495251,103.55476404881138,67.884,,,0.6147540983606558,0.5,18.397421857889302,15.483870967741936,20.64516129032258,11.612903225806452,0.0,0.0,2.5806451612903225,5.161290322580645,10.32258064516129,0.0,0.0,5.161290322580645,5.161290322580645,12.903225806451612,7.741935483870968,0,0.0,,,,,,,,,,,,,,,,,0,,7.0,0
2024,401600730,2024-02-17,Delaware Blue Hens,home,54,62,0,Delaware Blue Hens,C. Ray,4592448,G,True,28.0,7,9,2,0,0,1,3,8,3,5,0,3,1,2,5,4,1,200.0,51,16,9,60.04,102.68300761841671,89.43358728055648,60.379999999999995,99.32427526196516,114.79543655253262,65.40400000000001,,,0.3941441441441441,0.375,21.05352881009206,10.0,12.857142857142858,2.857142857142857,0.0,0.0,1.4285714285714286,4.285714285714286,11.428571428571429,0.0,4.285714285714286,1.4285714285714286,2.857142857142857,7.142857142857143,5.714285714285714,0,0.0,,,,,,,,,,,,,,,,,0,2024-01-26,22.0,1
2026,401812049,2026-02-06,Charleston Cougars,away,62,78,0,Charleston Cougars,C. Reeves,5105444,C,True,26.0,16,6,0,0,1,1,7,9,7,9,0,0,2,2,2,4,4,200.0,59,14,13,72.16,110.57555996597677,87.89339381910973,70.53999999999999,110.55978029250791,115.10697497940664,74.24,,,0.8097165991902834,0.7777777777777778,21.41563656405008,24.615384615384617,9.230769230769232,0.0,0.0,1.5384615384615385,1.5384615384615385,10.76923076923077,13.846153846153847,0.0,0.0,3.076923076923077,3.076923076923077,3.076923076923077,6.153846153846154,0,2.0,,,,,,,,,,,,,,,,,0,,7.0,0
2026,401812071,2026-02-20,Charleston Cougars,home,61,74,0,Charleston Cougars,C. Reeves,5105444,C,True,27.0,13,7,2,0,1,2,6,12,6,12,0,0,1,2,3,4,3,200.0,61,14,7,63.16,114.9425287356322,94.74992233612925,64.38,101.37459638149471,104.40494842800256,68.00399999999999,,,0.5046583850931676,0.5,29.725518398657556,19.25925925925926,10.37037037037037,2.962962962962963,0.0,1.4814814814814814,2.962962962962963,8.88888888888889,17.77777777777778,0.0,0.0,1.4814814814814814,2.962962962962963,4.444444444444445,5.925925925925926,0,2.0,,,,,,,,,,,,,,,,,0,2026-02-06,14.0,1
2024,401600685,2024-01-26,Delaware Blue Hens,away,71,90,0,Delaware Blue Hens,C. Reilly,5105771,G,True,28.0,6,2,2,1,0,0,2,8,0,1,2,7,0,0,0,2,3,200.0,67,17,8,71.48,125.34818941504176,98.88579387186628,71.80000000000001,109.60821256495251,103.55476404881138,67.884,,,0.375,0.375,13.856172925038104,8.571428571428571,2.857142857142857,2.857142857142857,1.4285714285714286,0.0,0.0,2.857142857142857,11.428571428571429,2.857142857142857,10.0,0.0,0.0,0.0,2.857142857142857,0,0.0,,,,,,,,,,,,,,,,,0,,7.0,0
2024,401600730,2024-02-17,Delaware Blue Hens,home,54,62,0,Delaware Blue Hens,C. Reilly,5105771,G,True,30.0,9,2,0,1,0,0,3,7,2,4,1,3,2,2,0,2,4,200.0,51,16,9,60.04,102.68300761841671,89.43358728055648,60.379999999999995,99.32427526196516,114.79543655253262,65.40400000000001,,,0.5710659898477157,0.5,15.672235481304694,12.0,2.6666666666666665,0.0,1.3333333333333333,0.0,0.0,4.0,9.333333333333332,1.3333333333333333,4.0,2.6666666666666665,2.6666666666666665,0.0,2.6666666666666665,0,0.0,,,,,,,,,,,,,,,,,0,2024-01-26,22.0,1
2025,401714197,2025-01-10,Delaware Blue Hens,home,88,98,0,Delaware Blue Hens,C. Reilly,5105771,G,True,35.0,13,5,4,1,0,2,4,9,3,6,1,3,4,5,0,5,4,200.0,63,25,14,84.0,116.4448669201521,104.56273764258555,84.16,109.45579780297604,110.70152278316262,70.94800000000001,,,0.5803571428571429,0.5,17.142857142857142,14.857142857142856,5.7142857142857135,4.571428571428571,1.1428571428571428,0.0,2.2857142857142856,4.571428571428571,10.285714285714285,1.1428571428571428,3.4285714285714284,4.571428571428571,5.7142857142857135,0.0,5.7142857142857135,0,0.0,,,,,,,,,,,,,,,,,0,,7.0,1
2025,401722196,2024-11-29,East Carolina Pirates,away,69,93,0,East Carolina Pirates,C. Richard,5175056,C,False,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0,63,22,9,70.68,132.47863247863248,98.29059829059828,70.2,97.53418498135652,111.25698779590186,73.164,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,,,,,,,,,,,,,,,,0,,7.0,0
2026,401827529,2025-12-10,Howard Bison,away,69,73,0,Howard Bison,C. Robins Jr.,5250600,F,False,8.0,2,2,0,0,0,0,1,3,1,3,0,0,0,2,0,2,2,200.0,54,28,13,70.32,105.09645839331992,99.33774834437087,69.46,100.17465008780741,107.14822230086043,74.76400000000001,,,0.2577319587628866,0.3333333333333333,24.457892082702976,10.0,10.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,10.0,0.0,10.0,1,1.0,,,,,,,,,,,,,,,,,0,,7.0,0
2025,401714212,2025-01-17,Monmouth Hawks,home,63,72,0,Monmouth Hawks,C. Robinson III,5174962,F,True,16.0,6,4,1,1,0,0,3,5,3,5,0,0,0,0,2,2,4,200.0,60,25,7,67.0,105.3864168618267,92.21311475409837,68.32,107.76929546470384,101.19342351145235,67.272,,,0.6,0.6,16.025641025641026,15.0,10.0,2.5,2.5,0.0,0.0,7.5,12.5,0.0,0.0,0.0,0.0,5.0,5.0,0,1.0,,,,,,,,,,,,,,,,,0,,7.0,1
2026,401812038,2026-01-30,Monmouth Hawks,away,81,83,0,Monmouth Hawks,C. Robinson III,5174962,F,True,25.0,11,3,2,1,0,0,4,8,3,6,1,2,2,2,1,2,3,225.0,65,25,7,74.0,113.6052559540104,110.8677799069258,73.06,102.52239472783303,101.45451581108391,67.94399999999999,,,0.6193693693693693,0.5625,19.257831325301204,17.6,4.800000000000001,3.2,1.6,0.0,0.0,6.4,12.8,1.6,3.2,3.2,3.2,1.6,3.2,0,1.0,,,,,,,,,,,,,,,,,0,,7.0,0
2024,401600746,2024-02-24,Monmouth Hawks,away,67,83,0,Monmouth Hawks,C. Robinson Jr.,5174962,F,False,12.0,4,6,1,0,0,0,2,4,2,3,0,1,0,0,2,4,4,200.0,69,17,7,72.48,114.73596903511196,92.61819187171689,72.34,110.5175900479049,109.19065557960892,66.84,,,0.5,0.5,15.971889474524836,13.333333333333334,20.0,3.3333333333333335,0.0,0.0,0.0,6.666666666666667,13.333333333333334,0.0,3.3333333333333335,0.0,0.0,6.666666666666667,13.333333333333334,0,1.0,,,,,,,,,,,,,,,,,0,,7.0,0
2025,401706907,2024-12-13,Virginia Tech Hokies,away,67,95,0,Virginia Tech Hokies,C. Serven,4702097,F,False,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,200.0,70,16,15,80.04,122.29660144181256,86.25128733264675,77.68,106.32912181354664,90.86534680726335,68.288,,,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1,1.0,,,,,,,,,,,,,,,,,0,,7.0,0
2024,401577552,2023-11-07,Pittsburgh Panthers,away,52,100,0,North Carolina A&T Aggies,C. Shell,5174995,G,True,23.0,9,2,2,1,0,1,3,7,2,5,1,2,2,2,0,2,4,200.0,70,9,9,75.96,68.67406233491812,132.06550449022717,75.72,,,,,,0.5710659898477157,0.5,18.615571674143638,15.652173913043478,3.4782608695652173,3.4782608695652173,1.7391304347826086,0.0,1.7391304347826086,5.217391304347826,12.17391304347826,1.7391304347826086,3.4782608695652173,3.4782608695652173,3.4782608695652173,0.0,3.4782608695652173,0,0.0,,,,,,,,,,,,,,,,,0,,7.0,0
2024,401581726,2023-11-11,UNC Greensboro Spartans,away,78,94,0,North Carolina A&T Aggies,C. Shell,5174995,G,True,38.0,11,6,6,1,0,0,3,9,2,6,1,3,4,5,0,6,2,200.0,59,29,8,71.76,105.77705451586654,127.47491185245457,73.74000000000001,,,,,,0.4910714285714286,0.3888888888888889,14.781185662249907,11.578947368421051,6.315789473684211,6.315789473684211,1.0526315789473684,0.0,0.0,3.1578947368421053,9.473684210526315,1.0526315789473684,3.1578947368421053,4.2105263157894735,5.263157894736842,0.0,6.315789473684211,0,0.0,,,,,,,,,,,,,,,,,0,2023-11-07,4.0,0
2024,401575427,2023-11-15,Virginia Cavaliers,away,51,80,0,North Carolina A&T Aggies,C. Shell,5174995,G,True,34.0,3,2,6,0,0,2,0,3,0,1,0,2,3,4,0,2,1,200.0,53,12,10,64.28,82.04633204633205,128.70012870012872,62.16,90.43034690581385,115.83386431239775,66.13999999999999,,,0.31512605042016806,0.0,11.647541266067059,3.5294117647058822,2.3529411764705883,7.0588235294117645,0.0,0.0,2.3529411764705883,0.0,3.5294117647058822,0.0,2.3529411764705883,3.5294117647058822,4.705882352941177,0.0,2.3529411764705883,0,0.0,0.5310687092095722,,16.698378668196774,,13.615560640732266,,4.897025171624714,,4.897025171624714,,,,,,,,0,2023-11-11,4.0,0
2024,401581727,2023-11-22,Merrimack Warriors,away,73,96,0,North Carolina A&T Aggies,C. Shell,5174995,G,True,35.0,4,4,7,2,0,2,1,7,1,6,0,1,2,2,0,4,3,200.0,61,22,11,77.68,94.53509453509453,124.32012432012431,77.22,104.33748606791491,98.91747452632839,67.865,,,0.25380710659898476,0.14285714285714285,13.82398209038757,4.571428571428571,4.571428571428571,8.0,2.2857142857142856,0.0,2.2857142857142856,1.1428571428571428,8.0,0.0,1.1428571428571428,2.2857142857142856,2.2857142857142856,0.0,4.571428571428571,0,0.0,0.45908782294643746,0.45908782294643746,15.0147662008202,15.0147662008202,10.253511015390137,10.253511015390137,4.048997173240005,4.048997173240005,5.617624624220397,5.617624624220397,1.3640238704177323,,,,,,0,2023-11-15,7.0,0
2024,401581728,2023-11-24,Alabama State Hornets,home,73,88,0,North Carolina A&T Aggies,C. Shell,5174995,G,True,37.0,16,3,6,0,0,2,5,14,3,8,2,6,4,4,0,3,2,200.0,55,32,10,72.08,102.90386241894561,124.04849168311249,70.94,106.23021149770106,98.4211397777113,77.368,,,0.5076142131979695,0.42857142857142855,24.27921092564491,17.2972972972973,3.2432432432432434,6.486486486486487,0.0,0.0,2.1621621621621623,5.405405405405405,15.135135135135137,2.1621621621621623,6.486486486486487,4.324324324324325,4.324324324324325,0.0,3.2432432432432434,0,0.0,0.4077676438595743,0.4077676438595743,14.717070173212043,14.717070173212043,8.832990404399746,8.832990404399746,4.179605022787147,4.179605022787147,6.213218468165298,6.213218468165298,1.5944464742418707,,,,,,0,2023-11-22,2.0,1
2024,401579102,2023-11-25,Samford Bulldogs,away,83,101,0,North Carolina A&T Aggies,C. Shell,5174995,G,True,37.0,10,1,7,2,1,3,4,10,4,9,0,1,2,3,1,0,2,200.0,61,32,12,81.08,102.26712666338098,124.44553967471661,81.16,89.97276058044598,113.48798316274254,75.224,,,0.4416961130742049,0.4,17.77799848539398,10.81081081081081,1.0810810810810811,7.567567567567568,2.1621621621621623,1.0810810810810811,3.2432432432432434,4.324324324324325,10.81081081081081,0.0,1.0810810810810811,2.1621621621621623,3.2432432432432434,1.0810810810810811,0.0,0,0.0,0.4277369577272533,0.4277369577272533,16.62949832369862,16.62949832369862,10.525851782979256,10.525851782979256,3.992332666878366,3.992332666878366,6.267872071829536,6.267872071829536,1.7079896118259288,,,,,,0,2023-11-24,1.0,0
2024,401581729,2023-12-02,The Citadel Bulldogs,home,68,85,0,North Carolina A&T Aggies,C. Shell,5174995,G,True,38.0,10,4,9,1,0,3,3,9,1,5,2,4,2,2,0,4,2,200.0,63,14,5,69.16,100.68107787977496,125.85134734971871,67.53999999999999,95.20323885665444,108.03710876476889,63.8,,,0.5060728744939271,0.4444444444444444,18.28195083177199,10.526315789473683,4.2105263157894735,9.473684210526315,1.0526315789473684,0.0,3.1578947368421053,3.1578947368421053,9.473684210526315,2.1052631578947367,4.2105263157894735,2.1052631578947367,2.1052631578947367,0.0,4.2105263157894735,0,0.0,0.40186298237255114,0.4300634836184119,16.461983685948685,16.82091501731451,9.557579162532724,10.573344954284515,3.5128967091815384,3.507124069245485,7.085733411430006,6.484487987785875,1.963865217062148,,,,,,1,2023-11-25,7.0,1
2024,401581730,2023-12-09,High Point Panthers,away,62,75,0,North Carolina A&T Aggies,C. Shell,5174995,G,True,38.0,10,0,11,1,0,5,2,8,1,7,1,1,5,6,0,0,1,200.0,50,16,11,63.04,97.57632987094742,118.03588290840415,63.540000000000006,102.44249031049026,127.88212266331902,73.84,,,0.4699248120300752,0.3125,24.196293202141163,10.526315789473683,0.0,11.578947368421051,1.0526315789473684,0.0,5.263157894736842,2.1052631578947367,8.421052631578947,1.0526315789473684,1.0526315789473684,5.263157894736842,6.315789473684211,0.0,0.0,0,0.0,0.40486327155705093,0.4409219680291998,17.162136719853102,17.029634419379864,9.34705284674325,10.566626502168683,3.091844077602592,3.607610104466055,7.717312358798426,6.911516019605938,2.134440862744999,,,,,,1,2023-12-02,7.0,0
2024,401581731,2023-12-13,North Carolina Central Eagles,home,62,67,0,North Carolina A&T Aggies,C. Shell,5174995,G,True,31.0,7,4,5,3,0,2,1,8,1,7,0,1,5,8,1,3,4,200.0,66,27,9,69.88,88.87614678899084,96.04357798165138,69.75999999999999,110.52255257486176,99.35069652076069,66.81200000000001,,,0.3038194444444445,0.125,20.0796055367433,9.032258064516128,5.161290322580645,6.451612903225806,3.870967741935484,0.0,2.5806451612903225,1.2903225806451613,10.32258064516129,0.0,1.2903225806451613,6.451612903225806,10.32258064516129,1.2903225806451613,3.870967741935484,0,0.0,0.4358230238790323,0.44454732352930926,19.671887107067924,17.92546676722503,10.74643365169681,10.561587663081808,2.6212558423084737,3.1566588414077983,8.621337126600285,7.494944938207826,2.5255304917439796,,,,,,0,2023-12-09,4.0,1
2024,401581732,2023-12-17,Texas Southern Tigers,home,85,79,1,North Carolina A&T Aggies,C. Shell,5174995,G,True,30.0,13,3,1,1,0,5,4,8,3,4,1,4,4,6,1,2,2,200.0,54,32,10,71.08,127.58931251876314,118.58300810567397,66.62,123.93708063904873,80.51687096511007,61.876,,,0.6109022556390977,0.5625,26.707650273224044,17.333333333333332,4.0,1.3333333333333333,1.3333333333333333,0.0,6.666666666666666,5.333333333333333,10.666666666666666,1.3333333333333333,5.333333333333333,5.333333333333333,8.0,1.3333333333333333,2.6666666666666665,0,0.0,0.4458254914481242,0.4289108925198798,20.92301179633907,18.164815519393724,11.638599550314321,10.391662152130065,2.7392281925388886,3.379395672649226,8.311659707245445,7.3790191565431575,2.531654343915795,,,,,,0,2023-12-13,4.0,1
2024,401581733,2023-12-18,Jackson State Tigers,away,60,68,0,North Carolina A&T Aggies,C. Shell,5174995,G,True,34.0,26,4,3,1,0,1,7,11,6,7,1,4,11,12,3,1,2,200.0,52,18,14,65.92,87.3362445414847,98.98107714701601,68.7,111.32416193122599,102.74096728836196,71.056,,,0.7985257985257985,0.6818181818181818,27.501909854851032,30.58823529411765,4.705882352941177,3.5294117647058822,1.1764705882352942,0.0,1.1764705882352942,8.23529411764706,12.941176470588236,1.1764705882352942,4.705882352941177,12.941176470588236,14.117647058823529,3.5294117647058822,1.1764705882352942,0,0.0,0.4664830999363499,0.4471100288318016,21.408699665854893,19.019098994776755,11.645806757521527,11.085829270250391,2.8905795438902397,3.441456105384303,7.281029076614816,6.774450574222175,2.9451555761908823,,,,,,0,2023-12-17,1.0,0
2024,401581734,2023-12-21,Coastal Carolina Chanticleers,away,85,82,1,North Carolina A&T Aggies,C. Shell,5174995,G,True,34.0,17,3,4,2,1,1,6,8,3,4,3,4,2,3,0,3,2,200.0,67,16,6,73.04,116.37458926615551,112.26725082146768,73.04,98.95088530045659,117.43591966145293,73.54,,,0.9120171673819742,0.9375,15.168886145162713,20.0,3.5294117647058822,4.705882352941177,2.3529411764705883,1.1764705882352942,1.1764705882352942,7.0588235294117645,9.411764705882353,3.5294117647058822,4.705882352941177,2.3529411764705883,3.5294117647058822,0.0,3.5294117647058822,0,0.0,0.5378490370266686,0.47905691698580133,23.353481939746306,19.79026361841987,15.601291654182896,12.858775272420143,3.615539798262259,3.5564039460712915,6.473397916042478,6.4794470460843305,2.7843660318312833,,,,,,1,2023-12-18,3.0,0
2024,401581735,2023-12-30,George Mason Patriots,away,69,94,0,North Carolina A&T Aggies,C. Shell,5174995,G,True,28.0,2,1,1,3,0,2,0,8,0,5,0,3,2,2,0,1,3,200.0,56,25,10,69.0,99.28057553956835,135.25179856115108,69.5,99.84551218740259,106.65956833073969,68.76400000000001,,,0.1126126126126126,0.0,20.18552875695733,2.857142857142857,1.4285714285714286,1.4285714285714286,4.285714285714286,0.0,2.857142857142857,0.0,11.428571428571429,0.0,4.285714285714286,2.857142857142857,2.857142857142857,0.0,1.4285714285714286,0,0.0,0.619037895604278,0.5151369378521491,22.730869002424452,19.405148828981776,17.496028496288158,13.453877333051798,3.479316888045541,3.554154597624174,5.5198375445254495,6.331649988322401,2.650374744864951,,,,,,1,2023-12-21,9.0,0
2024,401600619,2024-01-05,Campbell Fighting Camels,home,76,62,1,North Carolina A&T Aggies,C. Shell,5174995,G,True,33.0,18,1,5,1,0,2,6,12,4,6,2,6,4,4,1,0,3,200.0,61,11,10,65.84,114.97730711043874,93.79727685325265,66.1,91.92965801754767,111.39251706677256,70.432,,,0.6540697674418605,0.5833333333333334,25.18859480884797,21.81818181818182,1.2121212121212122,6.0606060606060606,1.2121212121212122,0.0,2.4242424242424243,7.272727272727273,14.545454545454547,2.4242424242424243,7.272727272727273,4.848484848484849,4.848484848484849,1.2121212121212122,0.0,0,0.0,0.5475754557207855,0.4841735282183386,21.928716113387686,19.465178054210664,15.962193909821995,12.638743911828033,3.7650311737598265,3.3906482000047324,3.489762356555525,5.954490099110787,2.6662799842709437,,,,,,0,2023-12-30,6.0,1
2024,401600650,2024-01-07,Elon Phoenix,away,59,77,0,North Carolina A&T Aggies,C. Shell,5174995,G,True,38.0,7,3,0,3,0,1,3,7,2,5,1,2,0,0,0,3,1,200.0,58,19,3,65.36,88.16497310221159,115.06276150627615,66.92,109.19109221696161,107.19421530591542,69.16,,,0.5,0.5,12.141079341953501,7.368421052631579,3.1578947368421053,0.0,3.1578947368421053,0.0,1.0526315789473684,3.1578947368421053,7.368421052631579,1.0526315789473684,2.1052631578947367,0.0,0.0,0.0,3.1578947368421053,0,0.0,0.6176255203202687,0.49630897387716155,22.950513967808618,19.873993536684758,18.51937866055513,13.29441804799616,2.9751973516679397,3.2350391294416236,3.411560988031576,5.962069810646164,2.648991587126049,,,,,,0,2024-01-05,2.0,0
2024,401600654,2024-01-12,Drexel Dragons,home,63,67,0,North Carolina A&T Aggies,C. Shell,5174995,G,True,38.0,11,2,2,0,0,1,4,13,2,8,2,5,1,2,0,2,2,200.0,60,19,6,68.36,94.9081048508587,100.93401626996084,66.38,93.03093871129664,126.85502449038313,71.92,,,0.39625360230547546,0.38461538461538464,21.063956286628354,11.578947368421051,2.1052631578947367,2.1052631578947367,0.0,0.0,1.0526315789473684,4.2105263157894735,13.68421052631579,2.1052631578947367,5.263157894736842,1.0526315789473684,2.1052631578947367,0.0,2.1052631578947367,0,0.0,0.5954450691924491,0.4965550422853508,20.03719978155451,19.358465923702674,16.526396204414784,12.899351581638522,2.806776299036361,3.229896169934989,3.1448943213649097,5.56459848993642,2.542567586580804,,,,,,0,2024-01-07,5.0,1
2024,401600666,2024-01-16,Hampton Pirates,away,81,80,1,North Carolina A&T Aggies,C. Shell,5174995,G,True,36.0,19,1,8,1,0,0,8,13,7,9,1,4,2,2,1,0,0,200.0,66,8,6,68.52,119.18775750441435,117.71630370806356,67.96000000000001,115.94910512501114,90.96887685984103,69.71200000000002,,,0.6844380403458213,0.6538461538461539,20.421374764595107,21.11111111111111,1.1111111111111112,8.88888888888889,1.1111111111111112,0.0,0.0,8.88888888888889,14.444444444444445,1.1111111111111112,4.444444444444445,2.2222222222222223,2.2222222222222223,1.1111111111111112,0.0,0,0.0,0.5149906299483845,0.4902862022866086,18.749609067909972,19.46505907138553,12.72453861927546,12.81682631831243,2.286652460027073,3.1596066066824733,2.860064600002681,5.348390031683815,2.4494465861037145,,,,,,0,2024-01-12,4.0,0
